file,line,type,commit,author,date,time,timezone,datetime,depth,length
index.html,12,html,0d6fdc1f,kyradeng,2025-01-10,20:38:49,-08:00,2025-01-10T20:38:49-08:00,0,82
index.html,13,html,c2114031,kyradeng,2025-01-30,00:34:52,-08:00,2025-01-30T00:34:52-08:00,0,23
index.html,14,html,c2114031,kyradeng,2025-01-30,00:34:52,-08:00,2025-01-30T00:34:52-08:00,0,21
index.html,15,html,c2114031,kyradeng,2025-01-30,00:34:52,-08:00,2025-01-30T00:34:52-08:00,0,50
index.html,16,html,c2114031,kyradeng,2025-01-30,00:34:52,-08:00,2025-01-30T00:34:52-08:00,0,5
index.html,17,html,c2114031,kyradeng,2025-01-30,00:34:52,-08:00,2025-01-30T00:34:52-08:00,0,21
index.html,18,html,c2114031,kyradeng,2025-01-30,00:34:52,-08:00,2025-01-30T00:34:52-08:00,0,26
index.html,19,html,c2114031,kyradeng,2025-01-30,00:34:52,-08:00,2025-01-30T00:34:52-08:00,0,50
index.html,20,html,c2114031,kyradeng,2025-01-30,00:34:52,-08:00,2025-01-30T00:34:52-08:00,0,5
index.html,21,html,0d6fdc1f,kyradeng,2025-01-10,20:38:49,-08:00,2025-01-10T20:38:49-08:00,0,0
index.html,22,html,d2fe5882,kyradeng,2025-01-24,17:42:25,-08:00,2025-01-24T17:42:25-08:00,0,46
index.html,23,html,c2114031,kyradeng,2025-01-30,00:34:52,-08:00,2025-01-30T00:34:52-08:00,0,51
index.html,24,html,296ed6c3,kyradeng,2025-01-23,22:01:40,-08:00,2025-01-23T22:01:40-08:00,0,0
index.html,25,html,439e0c4d,kyradeng,2025-01-10,19:39:52,-08:00,2025-01-10T19:39:52-08:00,0,6
index.html,26,html,439e0c4d,kyradeng,2025-01-10,19:39:52,-08:00,2025-01-10T19:39:52-08:00,0,6
global.js,1,js,296ed6c3,kyradeng,2025-01-23,22:01:40,-08:00,2025-01-23T22:01:40-08:00,0,26
global.js,2,js,296ed6c3,kyradeng,2025-01-23,22:01:40,-08:00,2025-01-23T22:01:40-08:00,0,0
global.js,3,js,296ed6c3,kyradeng,2025-01-23,22:01:40,-08:00,2025-01-23T22:01:40-08:00,0,42
global.js,4,js,296ed6c3,kyradeng,2025-01-23,22:01:40,-08:00,2025-01-23T22:01:40-08:00,0,53
global.js,5,js,d2fe5882,kyradeng,2025-01-24,17:42:25,-08:00,2025-01-24T17:42:25-08:00,0,0
global.js,6,js,d2fe5882,kyradeng,2025-01-24,17:42:25,-08:00,2025-01-24T17:42:25-08:00,0,0
global.js,7,js,ef4ca338,kyradeng,2025-01-24,19:47:34,-08:00,2025-01-24T19:47:34-08:00,0,75
global.js,8,js,ef4ca338,kyradeng,2025-01-24,19:47:34,-08:00,2025-01-24T19:47:34-08:00,0,0
global.js,9,js,d2fe5882,kyradeng,2025-01-24,17:42:25,-08:00,2025-01-24T17:42:25-08:00,0,14
global.js,10,js,c2114031,kyradeng,2025-01-30,00:34:52,-08:00,2025-01-30T00:34:52-08:00,0,26
global.js,11,js,c2114031,kyradeng,2025-01-30,00:34:52,-08:00,2025-01-30T00:34:52-08:00,0,39
global.js,12,js,c2114031,kyradeng,2025-01-30,00:34:52,-08:00,2025-01-30T00:34:52-08:00,0,37
global.js,13,js,c2114031,kyradeng,2025-01-30,00:34:52,-08:00,2025-01-30T00:34:52-08:00,0,35
global.js,14,js,00000000,Not Committed Yet,2025-02-14,11:23:56,-08:00,2025-02-14T11:23:56-08:00,0,31
global.js,15,js,c2114031,kyradeng,2025-01-30,00:34:52,-08:00,2025-01-30T00:34:52-08:00,0,55
global.js,16,js,d2fe5882,kyradeng,2025-01-24,17:42:25,-08:00,2025-01-24T17:42:25-08:00,0,1
global.js,17,js,d2fe5882,kyradeng,2025-01-24,17:42:25,-08:00,2025-01-24T17:42:25-08:00,0,0
